latitude,longitude,xco2,name,capacity_mw,generation_gwh,est_Gt_co2_emms,est_Gt_co2_atm,Gt_co2
29.179,74.0202,400.19163,SURATGARH,1500.0,5282.0,0.004912260000000001,0.0022105170000000004,3125.4966302999997
29.179,74.0202,403.661674,SURATGARH,1500.0,4030.818,0.0037486607400000005,0.0016868973330000003,3152.59767394
29.179,74.0202,406.095829,SURATGARH,1500.0,4453.203,0.004141478790000001,0.0018636654555000004,3171.60842449
28.4849,76.3754,400.444529,INDRA GANDHI STPP,1500.0,5418.767,0.00503945331,0.0022677539895,3127.47177149
28.4849,76.3754,404.113529,INDRA GANDHI STPP,1500.0,5109.497,0.00475183221,0.0021383244945,3156.12666149
28.4849,76.3754,406.408332,INDRA GANDHI STPP,1500.0,7290.568,0.006780228240000001,0.0030511027080000006,3174.0490729199996
22.8725,73.3588,400.126882,WANAKBORI,1470.0,5161.538,0.0048002303399999995,0.002160103653,3124.99094842
22.8725,73.3588,403.610931,WANAKBORI,1470.0,3539.63,0.0032918559,0.001481335155,3152.20137111
22.8725,73.3588,405.992766,WANAKBORI,1470.0,7018.217,0.00652694181,0.0029371238145,3170.80350246
11.5576,79.4417,399.943136,NEYVELI ST II,1470.0,9546.648,0.00887838264,0.003995272188,3123.5558921599995
11.5576,79.4417,403.419214,NEYVELI ST II,1470.0,9987.752,0.00928860936,0.004179874212,3150.70406134
11.5576,79.4417,405.836,NEYVELI ST II,1470.0,9246.062,0.00859883766,0.0038694769470000003,3169.57916
30.557,76.577,400.499138,RAJPURA TPP,1400.0,7262.5005722,0.006754125532146001,0.0030393564894657,3127.89826778
30.557,76.577,404.105434,RAJPURA TPP,1400.0,8952.47,0.0083257971,0.0037466086950000005,3156.0634395399998
30.557,76.577,406.394855,RAJPURA TPP,1400.0,8647.43,0.0080421099,0.003618949455,3173.94381755
21.4499,81.8525,400.471897,RAIKHEDA,1370.0,588.74,0.0005475282,0.00024638769,3127.68551557
21.4499,81.8525,404.027826,RAIKHEDA,1370.0,687.88,0.0006397284,0.00028787778,3155.4573210599997
21.4499,81.8525,406.333949,RAIKHEDA,1370.0,1242.19,0.0011552367,0.0005198565150000001,3173.46814169
19.9817,73.8896,399.92886,NASIK TPP  PH 1,1350.0,0.0,0.0,0.0,3123.4443966
19.9817,73.8896,403.365834,NASIK TPP  PH 1,1350.0,0.0,0.0,0.0,3150.2871635399997
19.9817,73.8896,405.750225,NASIK TPP  PH 1,1350.0,0.0,0.0,0.0,3168.90925725
21.0782,77.9009,400.181179,AMARAVATI TPP,1350.0,5629.663,0.00523558659,0.0023560139655,3125.4150079899996
21.0782,77.9009,403.629465,AMARAVATI TPP,1350.0,1701.008,0.0015819374400000003,0.0007118718480000002,3152.3461216499995
21.0782,77.9009,405.987828,AMARAVATI TPP,1350.0,4350.558,0.00404601894,0.001820708523,3170.7649366799997
23.3026,81.0668,400.261839,SANJAY GANDHI,1340.0,6483.941,0.006030065130000001,0.0027135293085000004,3126.04496259
23.3026,81.0668,403.854063,SANJAY GANDHI,1340.0,6316.03,0.0058739079,0.0026432585550000003,3154.10023203
23.3026,81.0668,406.088629,SANJAY GANDHI,1340.0,6877.859,0.00639640887,0.0028783839915,3171.55219249
23.4639,87.1311,400.476402,MEJIA,1340.0,5125.82,0.0047670126,0.00214515567,3127.72069962
23.4639,87.1311,403.962077,MEJIA,1340.0,5716.32,0.005316177599999999,0.00239227992,3154.94382137
23.4639,87.1311,406.380821,MEJIA,1340.0,6345.2487,0.005901081291000001,0.0026554865809500007,3173.83421201
21.2818,79.116,400.258056,K_KHEDA II,1340.0,7444.948,0.00692380164,0.0031157107380000004,3126.01541736
21.2818,79.116,403.742146,K_KHEDA II,1340.0,7062.071,0.00656772603,0.0029554767135000003,3153.2261602599997
21.2818,79.116,406.045916,K_KHEDA II,1340.0,5630.601,0.00523645893,0.0023564065185,3171.2186039599997
22.4118,82.6888,400.439866,KORBA-WEST,1340.0,8691.857,0.00808342701,0.0036375421545,3127.43535346
22.4118,82.6888,403.947467,KORBA-WEST,1340.0,8655.446996,0.00804956570628,0.003622304567826,3154.82971727
22.4118,82.6888,406.345512,KORBA-WEST,1340.0,8773.357529,0.008159222501970001,0.0036716501258865007,3173.55844872
22.11,78.173,400.121232,SATPURA,1330.0,4959.34,0.004612186200000001,0.0020754837900000002,3124.94682192
22.11,78.173,403.61411,SATPURA,1330.0,3260.348,0.00303212364,0.001364455638,3152.2261990999996
22.11,78.173,405.917959,SATPURA,1330.0,4524.357,0.00420765201,0.0018934434045,3170.21925979
14.3512,80.1431,399.952101,PAINAMPURAM,1320.0,6348.3,0.0059039190000000005,0.0026567635500000003,3123.62590881
14.3512,80.1431,403.428082,PAINAMPURAM,1320.0,8470.57,0.0078776301,0.003544933545,3150.77332042
14.3512,80.1431,405.861438,PAINAMPURAM,1320.0,9271.61,0.008622597300000001,0.0038801687850000006,3169.77783078
24.15,81.9045,400.974743,NIGRI,1320.0,4998.6783000000005,0.004648770819000001,0.0020919468685500005,3131.6127428299997
24.15,81.9045,404.58783,NIGRI,1320.0,6794.6076,0.006318985068000001,0.0028435432806000003,3159.8309523
24.15,81.9045,406.872143,NIGRI,1320.0,7269.503,0.00676063779,0.0030422870055,3177.67143683
28.49,76.351,400.276348,MAHATMA GANDHI TPP,1320.0,4638.57,0.0043138701,0.0019412415449999998,3126.15827788
